driving_distance,numericZIPS,ABORTstate,USPS_ZIP_1
6.034133781,1001,MA,MA
6.034133781,1001,MA,MA
6.034133781,1001,MA,MA
24.578951276,1002,MA,MA
19.005253406,1007,MA,MA
27.979714759,1010,CT,MA
4.403034906,1013,MA,MA
4.403034906,1013,MA,MA
4.403034906,1013,MA,MA
4.403034906,1013,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
5.160486155,1020,MA,MA
7.937393154,1022,MA,MA
7.937393154,1022,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
13.374389404,1027,MA,MA
9.151552088,1030,MA,MA
11.226309857,1033,MA,MA
11.226309857,1033,MA,MA
11.226309857,1033,MA,MA
11.226309857,1033,MA,MA
11.226309857,1033,MA,MA
23.919055274,1034,CT,MA
11.940265136,1036,CT,MA
26.709632435,1039,MA,MA
26.709632435,1039,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
6.225516049,1040,MA,MA
22.575029801,1053,MA,MA
22.575029801,1053,MA,MA
36.319756321,1054,MA,MA
36.319756321,1054,MA,MA
11.025607024,1056,MA,MA
11.025607024,1056,MA,MA
11.025607024,1056,MA,MA
11.025607024,1056,MA,MA
18.750491296,1057,CT,MA
18.750491296,1057,CT,MA
18.750491296,1057,CT,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
17.619596076,1060,MA,MA
20.266636536,1062,MA,MA
20.266636536,1062,MA,MA
18.731228795,1069,MA,MA
18.731228795,1069,MA,MA
18.731228795,1069,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
8.514025442,1075,MA,MA
15.25465805,1077,MA,MA
15.25465805,1077,MA,MA
26.810294537,1082,MA,MA
26.810294537,1082,MA,MA
26.810294537,1082,MA,MA
26.810294537,1082,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
13.470701909,1085,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
3.713934467,1089,MA,MA
16.366290769,1095,MA,MA
2.569990456,1103,MA,MA
2.569990456,1103,MA,MA
2.635234411,1104,MA,MA
2.635234411,1104,MA,MA
2.635234411,1104,MA,MA
2.635234411,1104,MA,MA
2.635234411,1104,MA,MA
2.635234411,1104,MA,MA
2.93287112,1105,MA,MA
5.683059166,1106,CT,MA
5.683059166,1106,CT,MA
5.208331722,1108,MA,MA
5.208331722,1108,MA,MA
5.208331722,1108,MA,MA
5.208331722,1108,MA,MA
5.392257538,1109,MA,MA
5.392257538,1109,MA,MA
6.874848744,1118,MA,MA
6.874848744,1118,MA,MA
7.622358057,1119,MA,MA
7.622358057,1119,MA,MA
7.622358057,1119,MA,MA
7.622358057,1119,MA,MA
9.108056118,1128,MA,MA
8.809798038,1129,MA,MA
8.329478255,1151,MA,MA
0.830151656,1201,MA,MA
0.830151656,1201,MA,MA
0.830151656,1201,MA,MA
0.830151656,1201,MA,MA
0.830151656,1201,MA,MA
0.830151656,1201,MA,MA
6.153437013,1220,MA,MA
6.153437013,1220,MA,MA
11.090229608,1225,MA,MA
4.607465965,1226,MA,MA
21.382618852,1230,MA,MA
21.382618852,1230,MA,MA
21.382618852,1230,MA,MA
21.382618852,1230,MA,MA
18.339765065,1236,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
0.710227053,1247,MA,MA
24.641709747,1259,CT,MA
39.061866544,1301,NH,MA
39.061866544,1301,NH,MA
26.717710258,1331,NH,MA
26.717710258,1331,NH,MA
25.000862185,1338,MA,MA
35.65426798,1341,MA,MA
36.519216412,1351,MA,MA
28.942218438,1364,NH,MA
28.652659552,1373,MA,MA
31.082841533,1375,MA,MA
30.309234638,1376,NH,MA
21.367705948,1378,NH,MA
32.981751309,1379,NH,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
26.443685647,1420,MA,MA
30.343410043,1430,MA,MA
30.343410043,1430,MA,MA
34.248105407,1431,MA,MA
34.248105407,1431,MA,MA
23.901035515,1432,MA,MA
23.901035515,1432,MA,MA
36.863455946,1440,MA,MA
36.863455946,1440,MA,MA
26.17836023,1450,MA,MA
26.17836023,1450,MA,MA
26.17836023,1450,MA,MA
16.500506905,1451,MA,MA
22.402910034,1453,MA,MA
22.402910034,1453,MA,MA
22.402910034,1453,MA,MA
18.818220735,1460,MA,MA
18.818220735,1460,MA,MA
18.818220735,1460,MA,MA
18.818220735,1460,MA,MA
24.266401663,1462,MA,MA
24.266401663,1462,MA,MA
26.073969902,1468,MA,MA
22.450755601,1475,NH,MA
22.450755601,1475,NH,MA
6.009900312,1501,MA,MA
6.009900312,1501,MA,MA
18.115450134,1506,MA,MA
15.42242822,1507,MA,MA
15.42242822,1507,MA,MA
12.81888373,1510,MA,MA
12.81888373,1510,MA,MA
12.81888373,1510,MA,MA
14.616510033,1515,MA,MA
18.041506985,1516,MA,MA
11.107006625,1519,MA,MA
6.371538234,1520,MA,MA
28.820429722,1521,CT,MA
6.537444291,1524,MA,MA
6.537444291,1524,MA,MA
6.374023718,1527,MA,MA
6.374023718,1527,MA,MA
6.374023718,1527,MA,MA
6.374023718,1527,MA,MA
20.060341364,1529,RI,MA
20.060341364,1529,RI,MA
6.266526535,1532,MA,MA
6.266526535,1532,MA,MA
13.952885805,1534,MA,MA
13.952885805,1534,MA,MA
18.207413042,1535,MA,MA
7.133960451,1536,MA,MA
7.133960451,1536,MA,MA
7.133960451,1536,MA,MA
7.133960451,1536,MA,MA
13.284290609,1540,MA,MA
13.284290609,1540,MA,MA
13.284290609,1540,MA,MA
6.794070514,1542,MA,MA
11.965741347,1543,MA,MA
11.965741347,1543,MA,MA
11.965741347,1543,MA,MA
11.965741347,1543,MA,MA
4.317285708,1545,MA,MA
4.317285708,1545,MA,MA
4.317285708,1545,MA,MA
4.317285708,1545,MA,MA
4.317285708,1545,MA,MA
18.065119083,1550,MA,MA
18.065119083,1550,MA,MA
18.065119083,1550,MA,MA
18.065119083,1550,MA,MA
12.904632928,1560,MA,MA
12.904632928,1560,MA,MA
17.338115013,1564,MA,MA
15.867329856,1568,MA,MA
15.867329856,1568,MA,MA
19.868337725,1569,MA,MA
17.660606562,1570,MA,MA
17.660606562,1570,MA,MA
17.660606562,1570,MA,MA
17.660606562,1570,MA,MA
19.644022794,1571,MA,MA
19.644022794,1571,MA,MA
19.644022794,1571,MA,MA
19.644022794,1571,MA,MA
9.110541602,1581,MA,MA
9.110541602,1581,MA,MA
7.300487879,1583,MA,MA
7.300487879,1583,MA,MA
20.85321076,1585,MA,MA
15.057062072,1588,MA,MA
10.385594894,1590,MA,MA
10.385594894,1590,MA,MA
10.385594894,1590,MA,MA
1.829316224,1602,MA,MA
1.829316224,1602,MA,MA
1.829316224,1602,MA,MA
1.829316224,1602,MA,MA
1.829316224,1602,MA,MA
1.800111787,1603,MA,MA
1.800111787,1603,MA,MA
1.800111787,1603,MA,MA
1.800111787,1603,MA,MA
1.800111787,1603,MA,MA
2.62839933,1604,MA,MA
2.62839933,1604,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
1.28002426,1605,MA,MA
3.477813487,1606,MA,MA
3.477813487,1606,MA,MA
3.477813487,1606,MA,MA
1.365152087,1609,MA,MA
1.365152087,1609,MA,MA
1.365152087,1609,MA,MA
1.365152087,1609,MA,MA
1.365152087,1609,MA,MA
1.365152087,1609,MA,MA
1.353967409,1610,MA,MA
1.353967409,1610,MA,MA
6.452316464,1612,MA,MA
7.053182221,1701,MA,MA
7.053182221,1701,MA,MA
7.053182221,1701,MA,MA
7.053182221,1701,MA,MA
7.053182221,1701,MA,MA
5.074115586,1702,MA,MA
5.074115586,1702,MA,MA
5.074115586,1702,MA,MA
5.074115586,1702,MA,MA
5.074115586,1702,MA,MA
5.074115586,1702,MA,MA
15.575285486,1719,MA,MA
15.575285486,1719,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
22.124535826,1720,MA,MA
8.782457714,1721,MA,MA
13.566393043,1730,MA,MA
13.566393043,1730,MA,MA
13.566393043,1730,MA,MA
9.658590824,1740,MA,MA
14.630801566,1742,MA,MA
14.630801566,1742,MA,MA
14.630801566,1742,MA,MA
14.630801566,1742,MA,MA
10.132696897,1746,MA,MA
10.132696897,1746,MA,MA
18.365241276,1747,MA,MA
11.714707463,1748,MA,MA
11.714707463,1748,MA,MA
11.714707463,1748,MA,MA
11.714707463,1748,MA,MA
3.559834459,1749,MA,MA
3.559834459,1749,MA,MA
3.559834459,1749,MA,MA
3.559834459,1749,MA,MA
3.559834459,1749,MA,MA
0.316277839,1752,MA,MA
0.316277839,1752,MA,MA
0.316277839,1752,MA,MA
0.316277839,1752,MA,MA
0.316277839,1752,MA,MA
10.393051346,1754,MA,MA
10.393051346,1754,MA,MA
10.393051346,1754,MA,MA
10.393051346,1754,MA,MA
25.096553319,1756,MA,MA
16.62167425,1757,MA,MA
2.111418658,1760,MA,MA
2.111418658,1760,MA,MA
2.111418658,1760,MA,MA
2.111418658,1760,MA,MA
2.111418658,1760,MA,MA
4.264469173,1772,MA,MA
4.264469173,1772,MA,MA
4.264469173,1772,MA,MA
10.226523918,1773,MA,MA
7.069959238,1775,MA,MA
8.740825857,1776,MA,MA
8.740825857,1776,MA,MA
8.740825857,1776,MA,MA
5.771915219,1778,MA,MA
5.771915219,1778,MA,MA
5.771915219,1778,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
18.180694089,1801,MA,MA
16.695617399,1803,MA,MA
16.695617399,1803,MA,MA
4.207924412,1810,MA,MA
4.207924412,1810,MA,MA
4.207924412,1810,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
19.882007887,1821,MA,MA
16.238909714,1824,MA,MA
16.238909714,1824,MA,MA
11.457459869,1826,MA,MA
11.457459869,1826,MA,MA
11.457459869,1826,MA,MA
11.457459869,1826,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
0.816481494,1830,MA,MA
2.314606975,1832,MA,MA
5.628999889,1833,MA,MA
5.628999889,1833,MA,MA
5.628999889,1833,MA,MA
1.796383561,1834,MA,MA
1.796383561,1834,MA,MA
2.067301317,1835,MA,MA
2.067301317,1835,MA,MA
1.007863762,1840,MA,MA
1.529194031,1841,MA,MA
1.529194031,1841,MA,MA
1.529194031,1841,MA,MA
1.517387982,1843,MA,MA
1.517387982,1843,MA,MA
1.517387982,1843,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
6.253477744,1844,MA,MA
2.967667896,1845,MA,MA
2.967667896,1845,MA,MA
2.967667896,1845,MA,MA
2.967667896,1845,MA,MA
11.096443318,1850,MA,MA
11.096443318,1850,MA,MA
16.03758551,1851,MA,MA
16.03758551,1851,MA,MA
12.614452671,1852,MA,MA
12.614452671,1852,MA,MA
12.614452671,1852,MA,MA
18.28073482,1854,MA,MA
18.28073482,1854,MA,MA
18.28073482,1854,MA,MA
18.28073482,1854,MA,MA
18.28073482,1854,MA,MA
4.098563116,1860,MA,MA
4.098563116,1860,MA,MA
18.226675543,1862,MA,MA
18.226675543,1862,MA,MA
21.495708374,1863,NH,MA
21.495708374,1863,NH,MA
21.495708374,1863,NH,MA
10.183649319,1864,MA,MA
10.183649319,1864,MA,MA
10.183649319,1864,MA,MA
7.858479037,1867,MA,MA
7.858479037,1867,MA,MA
7.858479037,1867,MA,MA
12.633093801,1876,MA,MA
12.633093801,1876,MA,MA
12.633093801,1876,MA,MA
12.633093801,1876,MA,MA
12.633093801,1876,MA,MA
12.633093801,1876,MA,MA
17.826512619,1879,NH,MA
17.826512619,1879,NH,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
6.241671695,1880,MA,MA
24.331024247,1886,MA,MA
24.331024247,1886,MA,MA
24.331024247,1886,MA,MA
14.981876181,1887,MA,MA
14.981876181,1887,MA,MA
14.981876181,1887,MA,MA
14.981876181,1887,MA,MA
7.166893114,1890,MA,MA
7.166893114,1890,MA,MA
7.166893114,1890,MA,MA
7.166893114,1890,MA,MA
3.432453404,1902,MA,MA
3.432453404,1902,MA,MA
3.432453404,1902,MA,MA
1.788927109,1904,MA,MA
3.526280425,1905,MA,MA
3.526280425,1905,MA,MA
3.526280425,1905,MA,MA
6.190097902,1906,MA,MA
6.190097902,1906,MA,MA
6.190097902,1906,MA,MA
6.190097902,1906,MA,MA
5.206467609,1907,MA,MA
5.206467609,1907,MA,MA
0.63379842,1913,MA,MA
0.864327061,1915,MA,MA
0.864327061,1915,MA,MA
0.864327061,1915,MA,MA
0.864327061,1915,MA,MA
0.864327061,1915,MA,MA
0.864327061,1915,MA,MA
8.847701669,1921,MA,MA
8.847701669,1921,MA,MA
3.59773809,1923,MA,MA
3.59773809,1923,MA,MA
3.59773809,1923,MA,MA
3.59773809,1923,MA,MA
14.649442696,1930,MA,MA
14.649442696,1930,MA,MA
14.649442696,1930,MA,MA
14.649442696,1930,MA,MA
14.649442696,1930,MA,MA
10.27126263,1938,MA,MA
10.27126263,1938,MA,MA
6.471578965,1945,MA,MA
0.697178262,1950,MA,MA
0.697178262,1950,MA,MA
4.468278861,1952,MA,MA
4.468278861,1952,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
4.473249829,1960,MA,MA
19.333958665,1966,MA,MA
8.128775422,1969,MA,MA
8.128775422,1969,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
3.579718331,1970,MA,MA
5.912966436,1982,MA,MA
7.500569341,1983,MA,MA
5.098349055,1985,MA,MA
20.642565991,2019,MA,MA
20.642565991,2019,MA,MA
20.642565991,2019,MA,MA
20.642565991,2019,MA,MA
20.642565991,2019,MA,MA
20.760626481,2021,MA,MA
20.760626481,2021,MA,MA
20.760626481,2021,MA,MA
20.760626481,2021,MA,MA
20.760626481,2021,MA,MA
24.963579925,2025,MA,MA
24.963579925,2025,MA,MA
8.837759733,2026,MA,MA
4.954190983,2030,MA,MA
12.761717598,2032,MA,MA
10.896983227,2035,MA,MA
10.896983227,2035,MA,MA
10.896983227,2035,MA,MA
10.896983227,2035,MA,MA
17.732064227,2038,MA,MA
17.732064227,2038,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
18.331687242,2043,MA,MA
25.673806977999998,2045,MA,MA
8.186562925,2048,MA,MA
29.572910003,2050,MA,MA
29.572910003,2050,MA,MA
7.683873786,2052,MA,MA
13.104093019,2053,MA,MA
10.562685629,2054,MA,MA
10.562685629,2054,MA,MA
14.081509602,2056,MA,MA
13.273105931,2062,MA,MA
13.273105931,2062,MA,MA
13.273105931,2062,MA,MA
13.273105931,2062,MA,MA
13.273105931,2062,MA,MA
28.711068426,2066,MA,MA
28.711068426,2066,MA,MA
28.711068426,2066,MA,MA
16.407301255,2067,MA,MA
16.407301255,2067,MA,MA
16.407301255,2067,MA,MA
16.407301255,2067,MA,MA
16.407301255,2067,MA,MA
16.407301255,2067,MA,MA
16.710530303,2071,MA,MA
16.541517391,2072,MA,MA
16.541517391,2072,MA,MA
16.541517391,2072,MA,MA
12.137239743,2081,MA,MA
12.137239743,2081,MA,MA
12.137239743,2081,MA,MA
12.137239743,2081,MA,MA
12.137239743,2081,MA,MA
11.543830438,2090,MA,MA
11.543830438,2090,MA,MA
0.941998436,2108,MA,MA
0.941998436,2108,MA,MA
7.662747172,2109,MA,MA
1.11225409,2110,MA,MA
1.529194031,2111,MA,MA
1.529194031,2111,MA,MA
1.529194031,2111,MA,MA
1.114118203,2113,MA,MA
0.430610103,2114,MA,MA
0.430610103,2114,MA,MA
1.253305307,2115,MA,MA
1.253305307,2115,MA,MA
1.421075477,2116,MA,MA
1.421075477,2116,MA,MA
1.421075477,2116,MA,MA
1.421075477,2116,MA,MA
1.421075477,2116,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
0.56544761,2118,MA,MA
1.1184678,2119,MA,MA
1.1184678,2119,MA,MA
1.1184678,2119,MA,MA
1.1184678,2119,MA,MA
2.220158583,2121,MA,MA
2.220158583,2121,MA,MA
4.397442567,2122,MA,MA
4.397442567,2122,MA,MA
4.397442567,2122,MA,MA
4.397442567,2122,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
3.843801006,2124,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
1.836151305,2125,MA,MA
4.659039758,2126,MA,MA
4.659039758,2126,MA,MA
4.659039758,2126,MA,MA
3.080757418,2127,MA,MA
3.080757418,2127,MA,MA
3.080757418,2127,MA,MA
3.080757418,2127,MA,MA
3.080757418,2127,MA,MA
6.4622584,2128,MA,MA
6.4622584,2128,MA,MA
6.4622584,2128,MA,MA
6.4622584,2128,MA,MA
2.927900152,2129,MA,MA
2.927900152,2129,MA,MA
2.927900152,2129,MA,MA
2.248120278,2130,MA,MA
2.248120278,2130,MA,MA
2.248120278,2130,MA,MA
2.248120278,2130,MA,MA
2.248120278,2130,MA,MA
2.248120278,2130,MA,MA
4.577018786,2131,MA,MA
4.577018786,2131,MA,MA
4.577018786,2131,MA,MA
4.577018786,2131,MA,MA
6.12050435,2132,MA,MA
6.12050435,2132,MA,MA
6.12050435,2132,MA,MA
6.12050435,2132,MA,MA
6.12050435,2132,MA,MA
1.122817397,2134,MA,MA
1.122817397,2134,MA,MA
1.122817397,2134,MA,MA
1.122817397,2134,MA,MA
2.12508882,2135,MA,MA
2.12508882,2135,MA,MA
2.12508882,2135,MA,MA
2.12508882,2135,MA,MA
2.12508882,2135,MA,MA
2.12508882,2135,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
6.445481383,2136,MA,MA
0.763664959,2138,MA,MA
0.763664959,2138,MA,MA
0.763664959,2138,MA,MA
0.763664959,2138,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
0.9320565,2139,MA,MA
1.685158152,2140,MA,MA
1.685158152,2140,MA,MA
1.685158152,2140,MA,MA
1.642904924,2141,MA,MA
1.642904924,2141,MA,MA
1.015320214,2143,MA,MA
1.015320214,2143,MA,MA
1.015320214,2143,MA,MA
1.015320214,2143,MA,MA
1.015320214,2143,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.437017062,2144,MA,MA
2.026290831,2145,MA,MA
2.026290831,2145,MA,MA
2.026290831,2145,MA,MA
9.966169469,2148,MA,MA
9.966169469,2148,MA,MA
9.966169469,2148,MA,MA
9.966169469,2148,MA,MA
9.966169469,2148,MA,MA
9.966169469,2148,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
5.858285788,2149,MA,MA
4.669603065,2150,MA,MA
7.521074584,2151,MA,MA
7.521074584,2151,MA,MA
7.521074584,2151,MA,MA
7.521074584,2151,MA,MA
7.521074584,2151,MA,MA
7.521074584,2151,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
4.829916783,2155,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
11.108870738,2169,MA,MA
6.576590664,2170,MA,MA
6.576590664,2170,MA,MA
6.576590664,2170,MA,MA
6.576590664,2170,MA,MA
6.047803943,2171,MA,MA
6.047803943,2171,MA,MA
6.047803943,2171,MA,MA
9.013607726,2176,MA,MA
9.013607726,2176,MA,MA
9.013607726,2176,MA,MA
9.013607726,2176,MA,MA
9.013607726,2176,MA,MA
9.013607726,2176,MA,MA
9.921430757,2180,MA,MA
9.921430757,2180,MA,MA
9.921430757,2180,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
11.244329616,2184,MA,MA
8.23316575,2186,MA,MA
8.23316575,2186,MA,MA
8.23316575,2186,MA,MA
14.329436631,2188,MA,MA
14.329436631,2188,MA,MA
14.329436631,2188,MA,MA
15.764803641,2189,MA,MA
15.764803641,2189,MA,MA
15.764803641,2189,MA,MA
15.987254459,2190,MA,MA
12.018557882,2191,MA,MA
1.604379922,2199,MA,MA
0.932677871,2215,MA,MA
0.932677871,2215,MA,MA
0.932677871,2215,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
22.202828572,2301,MA,MA
20.508349855,2302,MA,MA
20.508349855,2302,MA,MA
20.508349855,2302,MA,MA
20.508349855,2302,MA,MA
20.508349855,2302,MA,MA
19.478116737,2324,MA,MA
19.478116737,2324,MA,MA
19.478116737,2324,MA,MA
19.478116737,2324,MA,MA
30.798874986,2332,MA,MA
31.561918574,2333,MA,MA
31.148085488,2338,MA,MA
31.148085488,2338,MA,MA
26.565474363,2341,MA,MA
15.74554114,2343,MA,MA
24.435414575,2346,MA,MA
25.1655255,2347,MA,MA
25.1655255,2347,MA,MA
15.462817335,2356,MA,MA
15.462817335,2356,MA,MA
15.462817335,2356,MA,MA
29.989228573,2359,MA,MA
29.989228573,2359,MA,MA
29.989228573,2359,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
43.204547001,2360,MA,MA
35.552363136,2364,MA,MA
14.500313656,2368,MA,MA
14.500313656,2368,MA,MA
14.500313656,2368,MA,MA
20.914105118,2370,MA,MA
20.914105118,2370,MA,MA
20.914105118,2370,MA,MA
20.914105118,2370,MA,MA
13.658977322,2375,MA,MA
22.059291871,2382,MA,MA
22.059291871,2382,MA,MA
22.059291871,2382,MA,MA
22.059291871,2382,MA,MA
22.059291871,2382,MA,MA
10.807505803,2421,MA,MA
10.807505803,2421,MA,MA
0.676673019,2445,MA,MA
0.676673019,2445,MA,MA
0.676673019,2445,MA,MA
0.676673019,2445,MA,MA
0.740674232,2446,MA,MA
0.740674232,2446,MA,MA
6.881683825,2451,MA,MA
6.881683825,2451,MA,MA
6.881683825,2451,MA,MA
6.881683825,2451,MA,MA
6.881683825,2451,MA,MA
10.447110623,2452,MA,MA
10.447110623,2452,MA,MA
10.447110623,2452,MA,MA
3.848150603,2453,MA,MA
3.848150603,2453,MA,MA
3.848150603,2453,MA,MA
3.848150603,2453,MA,MA
4.565212737,2459,MA,MA
4.565212737,2459,MA,MA
4.565212737,2459,MA,MA
4.565212737,2459,MA,MA
3.615757849,2460,MA,MA
3.615757849,2460,MA,MA
3.615757849,2460,MA,MA
3.754323582,2461,MA,MA
3.754323582,2461,MA,MA
0.543699625,2462,MA,MA
3.149108228,2464,MA,MA
3.149108228,2464,MA,MA
2.935977975,2465,MA,MA
1.913201309,2466,MA,MA
3.080136047,2467,MA,MA
3.080136047,2467,MA,MA
2.878811843,2472,MA,MA
2.878811843,2472,MA,MA
4.627971208,2474,MA,MA
4.627971208,2474,MA,MA
