driving_distance,numericZIPS,ABORTstate,USPS_ZIP_1
58.904728058,32062,FL,FL
34.425817513,32063,FL,FL
69.710991119,32064,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
31.818544797,32065,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
35.274610299,32068,FL,FL
50.31240987,32071,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
15.940030263,32073,FL,FL
44.879763217,32080,FL,FL
44.879763217,32080,FL,FL
44.879763217,32080,FL,FL
44.879763217,32080,FL,FL
44.879763217,32080,FL,FL
22.803694329,32081,FL,FL
22.803694329,32081,FL,FL
22.803694329,32081,FL,FL
22.803694329,32081,FL,FL
22.803694329,32081,FL,FL
19.907484098,32082,FL,FL
19.907484098,32082,FL,FL
19.907484098,32082,FL,FL
19.907484098,32082,FL,FL
33.156977931,32084,FL,FL
33.156977931,32084,FL,FL
33.156977931,32084,FL,FL
33.156977931,32084,FL,FL
33.156977931,32084,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
40.73086905,32086,FL,FL
25.630311008,32091,FL,FL
25.630311008,32091,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
26.351722739,32092,FL,FL
55.438099249,32094,FL,FL
27.299313514,32095,FL,FL
27.299313514,32095,FL,FL
27.299313514,32095,FL,FL
27.299313514,32095,FL,FL
27.299313514,32095,FL,FL
30.798253615,32097,FL,FL
30.798253615,32097,FL,FL
30.798253615,32097,FL,FL
30.798253615,32097,FL,FL
33.847321112,32102,FL,FL
33.847321112,32102,FL,FL
28.42150954,32110,FL,FL
28.42150954,32110,FL,FL
28.42150954,32110,FL,FL
28.42150954,32110,FL,FL
48.650242445,32112,FL,FL
48.650242445,32112,FL,FL
15.648607264,32113,FL,FL
15.648607264,32113,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.643312234,32114,FL,FL
2.300315442,32117,FL,FL
2.300315442,32117,FL,FL
2.300315442,32117,FL,FL
2.300315442,32117,FL,FL
2.300315442,32117,FL,FL
2.300315442,32117,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.203982125,32118,FL,FL
5.476142623,32119,FL,FL
5.476142623,32119,FL,FL
5.476142623,32119,FL,FL
5.476142623,32119,FL,FL
5.476142623,32119,FL,FL
5.476142623,32119,FL,FL
7.340876994,32124,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
9.970519066,32127,FL,FL
12.587733718,32128,FL,FL
12.587733718,32128,FL,FL
12.587733718,32128,FL,FL
12.587733718,32128,FL,FL
12.587733718,32128,FL,FL
7.539094343,32129,FL,FL
7.539094343,32129,FL,FL
7.539094343,32129,FL,FL
7.539094343,32129,FL,FL
28.013268793,32130,FL,FL
25.721031174,32132,FL,FL
25.721031174,32132,FL,FL
25.721031174,32132,FL,FL
25.721031174,32132,FL,FL
28.527763981,32134,FL,FL
28.527763981,32134,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
31.580559704,32137,FL,FL
35.682229675,32140,FL,FL
26.966258658,32141,FL,FL
26.966258658,32141,FL,FL
26.966258658,32141,FL,FL
49.499656602,32145,FL,FL
49.499656602,32145,FL,FL
49.499656602,32145,FL,FL
31.492946393,32148,FL,FL
31.492946393,32148,FL,FL
31.492946393,32148,FL,FL
31.492946393,32148,FL,FL
31.492946393,32148,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
24.23968271,32159,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
26.82458607,32162,FL,FL
35.538071603,32163,FL,FL
35.538071603,32163,FL,FL
35.538071603,32163,FL,FL
35.538071603,32163,FL,FL
35.538071603,32163,FL,FL
35.538071603,32163,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
27.942432499,32164,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
19.018302197,32168,FL,FL
20.932746248,32169,FL,FL
20.932746248,32169,FL,FL
20.932746248,32169,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
7.89762541,32174,FL,FL
10.404857395,32176,FL,FL
10.404857395,32176,FL,FL
59.385669212,32177,FL,FL
59.385669212,32177,FL,FL
59.385669212,32177,FL,FL
59.385669212,32177,FL,FL
59.385669212,32177,FL,FL
59.385669212,32177,FL,FL
22.706139082,32179,FL,FL
22.706139082,32179,FL,FL
22.706139082,32179,FL,FL
22.706139082,32179,FL,FL
30.020297123,32180,FL,FL
30.020297123,32180,FL,FL
49.00753077,32187,FL,FL
49.00753077,32187,FL,FL
64.602078757,32189,FL,FL
64.602078757,32189,FL,FL
4.61057282,32202,FL,FL
4.61057282,32202,FL,FL
4.61057282,32202,FL,FL
4.61057282,32202,FL,FL
4.61057282,32202,FL,FL
4.61057282,32202,FL,FL
6.845644307,32204,FL,FL
6.845644307,32204,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
9.923916241,32205,FL,FL
5.694865215,32206,FL,FL
5.694865215,32206,FL,FL
5.694865215,32206,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
4.058795372,32207,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
10.702494104,32208,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
8.911702882,32209,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
16.011487928,32210,FL,FL
3.677894949,32211,FL,FL
3.677894949,32211,FL,FL
3.677894949,32211,FL,FL
3.677894949,32211,FL,FL
3.677894949,32211,FL,FL
3.677894949,32211,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
1.595059357,32216,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
2.089670673,32217,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
15.140325786,32218,FL,FL
16.299182701,32219,FL,FL
16.85779523,32220,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
17.88305738,32221,FL,FL
21.319860381,32222,FL,FL
21.319860381,32222,FL,FL
21.319860381,32222,FL,FL
8.43200447,32223,FL,FL
8.43200447,32223,FL,FL
8.43200447,32223,FL,FL
8.43200447,32223,FL,FL
8.43200447,32223,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
9.683445664,32224,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
11.276640908,32225,FL,FL
15.443554834,32226,FL,FL
15.443554834,32226,FL,FL
15.443554834,32226,FL,FL
15.443554834,32226,FL,FL
15.443554834,32226,FL,FL
15.443554834,32226,FL,FL
16.343300042,32233,FL,FL
16.343300042,32233,FL,FL
16.343300042,32233,FL,FL
16.343300042,32233,FL,FL
16.343300042,32233,FL,FL
16.343300042,32233,FL,FL
31.750193987,32234,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
16.101586723,32244,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
5.689894247,32246,FL,FL
12.262756685,32250,FL,FL
12.262756685,32250,FL,FL
12.262756685,32250,FL,FL
12.262756685,32250,FL,FL
12.262756685,32250,FL,FL
10.38310941,32254,FL,FL
10.38310941,32254,FL,FL
10.38310941,32254,FL,FL
10.38310941,32254,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
7.380644738,32256,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
5.975724907,32257,FL,FL
12.337942576,32258,FL,FL
12.337942576,32258,FL,FL
12.337942576,32258,FL,FL
12.337942576,32258,FL,FL
12.337942576,32258,FL,FL
12.337942576,32258,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
19.745306267,32259,FL,FL
14.064732585,32266,FL,FL
5.571833757,32277,FL,FL
5.571833757,32277,FL,FL
5.571833757,32277,FL,FL
5.571833757,32277,FL,FL
5.571833757,32277,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
3.159050164,32301,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
4.532280074,32303,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
0.75807262,32304,FL,FL
11.702280043,32305,FL,FL
11.702280043,32305,FL,FL
11.702280043,32305,FL,FL
11.702280043,32305,FL,FL
11.702280043,32305,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
1.537271854,32308,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
6.996016089,32309,FL,FL
5.128796234,32310,FL,FL
5.128796234,32310,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
5.679952311,32311,FL,FL
9.249107335,32312,FL,FL
9.249107335,32312,FL,FL
9.249107335,32312,FL,FL
4.499968782,32317,FL,FL
4.499968782,32317,FL,FL
56.736764639,32322,FL,FL
56.736764639,32322,FL,FL
38.454165706,32324,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
22.997562081,32327,FL,FL
90.139184115,32328,FL,FL
40.976931966,32331,FL,FL
28.776312381,32332,FL,FL
28.776312381,32332,FL,FL
28.776312381,32332,FL,FL
14.581713257,32333,FL,FL
14.581713257,32333,FL,FL
14.581713257,32333,FL,FL
14.581713257,32333,FL,FL
53.622453187,32340,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
22.817364491,32344,FL,FL
40.144294826,32346,FL,FL
49.966927594,32347,FL,FL
49.966927594,32347,FL,FL
58.958787335,32348,FL,FL
24.593242809,32351,FL,FL
24.593242809,32351,FL,FL
22.91616248,32352,FL,FL
22.91616248,32352,FL,FL
94.312311751,32401,FL,FL
94.312311751,32401,FL,FL
94.312311751,32401,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
90.76987568,32404,FL,FL
94.026481091,32405,FL,FL
94.026481091,32405,FL,FL
94.026481091,32405,FL,FL
94.026481091,32405,FL,FL
94.026481091,32405,FL,FL
94.026481091,32405,FL,FL
124.323288309,32407,FL,FL
124.323288309,32407,FL,FL
103.588138039,32408,FL,FL
103.588138039,32408,FL,FL
89.892499828,32409,FL,FL
89.892499828,32409,FL,FL
119.49585701,32413,FL,FL
119.49585701,32413,FL,FL
119.49585701,32413,FL,FL
46.977511713,32424,FL,FL
46.977511713,32424,FL,FL
46.977511713,32424,FL,FL
94.140191984,32425,FL,FL
94.140191984,32425,FL,FL
94.140191984,32425,FL,FL
81.147324374,32426,FL,FL
81.147324374,32426,FL,FL
95.77812594,32427,FL,FL
85.626166542000007,32428,FL,FL
85.626166542000007,32428,FL,FL
85.626166542000007,32428,FL,FL
85.626166542000007,32428,FL,FL
85.626166542000007,32428,FL,FL
58.664257481,32430,FL,FL
73.158357427,32433,FL,FL
73.158357427,32433,FL,FL
73.158357427,32433,FL,FL
73.158357427,32433,FL,FL
73.158357427,32433,FL,FL
72.794855392,32435,FL,FL
72.794855392,32435,FL,FL
83.92236726,32438,FL,FL
91.818749928,32439,FL,FL
91.818749928,32439,FL,FL
91.818749928,32439,FL,FL
51.426528073,32442,FL,FL
51.426528073,32442,FL,FL
64.170847283,32443,FL,FL
91.961043887,32444,FL,FL
91.961043887,32444,FL,FL
74.388050636,32445,FL,FL
62.959173833,32446,FL,FL
62.959173833,32446,FL,FL
91.011588999,32455,FL,FL
99.004284172,32459,FL,FL
99.004284172,32459,FL,FL
99.004284172,32459,FL,FL
108.902724202,32461,FL,FL
108.902724202,32461,FL,FL
98.483575274,32464,FL,FL
76.212395892,32465,FL,FL
5.509696657,32501,FL,FL
5.509696657,32501,FL,FL
5.509696657,32501,FL,FL
6.775429384,32502,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
3.911530445,32503,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
2.414026335,32504,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
5.103941394,32505,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
11.163551386,32506,FL,FL
16.025779461,32507,FL,FL
16.025779461,32507,FL,FL
16.025779461,32507,FL,FL
16.025779461,32507,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
2.837179986,32514,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
10.982732425,32526,FL,FL
13.288640206,32533,FL,FL
13.288640206,32533,FL,FL
13.288640206,32533,FL,FL
13.288640206,32533,FL,FL
6.955626974,32534,FL,FL
40.13435289,32535,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
46.049183439,32536,FL,FL
51.87826479,32539,FL,FL
51.87826479,32539,FL,FL
51.87826479,32539,FL,FL
51.87826479,32539,FL,FL
51.87826479,32539,FL,FL
51.87826479,32539,FL,FL
76.75174592,32541,FL,FL
66.758857498,32542,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
55.6748416,32547,FL,FL
53.976634657,32548,FL,FL
53.976634657,32548,FL,FL
53.976634657,32548,FL,FL
79.62247994,32550,FL,FL
79.62247994,32550,FL,FL
79.62247994,32550,FL,FL
13.171201087,32561,FL,FL
13.171201087,32561,FL,FL
23.753770588,32563,FL,FL
23.753770588,32563,FL,FL
23.753770588,32563,FL,FL
23.753770588,32563,FL,FL
32.784776702,32565,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
38.756152012,32566,FL,FL
66.400326431,32567,FL,FL
52.358584573,32569,FL,FL
52.358584573,32569,FL,FL
52.358584573,32569,FL,FL
52.358584573,32569,FL,FL
20.881172455,32570,FL,FL
20.881172455,32570,FL,FL
20.881172455,32570,FL,FL
20.881172455,32570,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
11.622123184,32571,FL,FL
22.031951547,32577,FL,FL
66.738352255,32578,FL,FL
66.738352255,32578,FL,FL
66.738352255,32578,FL,FL
62.47885405,32580,FL,FL
16.421592788,32583,FL,FL
16.421592788,32583,FL,FL
16.421592788,32583,FL,FL
16.421592788,32583,FL,FL
16.421592788,32583,FL,FL
1.582010566,32601,FL,FL
1.582010566,32601,FL,FL
1.582010566,32601,FL,FL
1.337190392,32603,FL,FL
1.337190392,32603,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
2.039339622,32605,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
7.683252415,32606,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
9.134775071,32607,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
5.428297056,32608,FL,FL
3.344840093,32609,FL,FL
3.344840093,32609,FL,FL
3.344840093,32609,FL,FL
3.344840093,32609,FL,FL
8.396586323,32617,FL,FL
8.396586323,32617,FL,FL
15.326737086,32618,FL,FL
15.326737086,32618,FL,FL
37.66751002,32619,FL,FL
37.66751002,32619,FL,FL
37.66751002,32619,FL,FL
37.66751002,32619,FL,FL
24.354636345,32621,FL,FL
24.354636345,32621,FL,FL
24.354636345,32621,FL,FL
52.265378923,32625,FL,FL
52.265378923,32625,FL,FL
50.605696982,32628,FL,FL
4.192390137,32641,FL,FL
4.192390137,32641,FL,FL
4.192390137,32641,FL,FL
21.87847291,32643,FL,FL
7.93490767,32653,FL,FL
7.93490767,32653,FL,FL
7.93490767,32653,FL,FL
7.93490767,32653,FL,FL
7.93490767,32653,FL,FL
29.498966854,32656,FL,FL
29.498966854,32656,FL,FL
29.498966854,32656,FL,FL
22.063641468,32666,FL,FL
25.942860621,32667,FL,FL
24.670292813,32668,FL,FL
14.029935809,32669,FL,FL
14.029935809,32669,FL,FL
14.029935809,32669,FL,FL
45.345791467,32680,FL,FL
16.75837587,32686,FL,FL
29.697805574,32693,FL,FL
24.981599684,32696,FL,FL
1.171284335,32701,FL,FL
1.171284335,32701,FL,FL
1.171284335,32701,FL,FL
1.171284335,32701,FL,FL
